gene_symbol,adrenal gland,blood,bone marrow,brain,cecum,ganglia,heart,kidney,liver,lung,lymph nodes,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,salivary gland,skin,testis,thymus gland,thyroid gland,tongue,trachea,uterus
ACAA2,41.46315,49.4854,62.1179,38.6339684210526,17.6003,31.03775,44.9118,185.7674,157.2907,55.9802,51.402,48.76545,34.1642,51.4209,68.23945,54.069,25.9314,27.1366,29.6401,40.2842333333333,71.5378,48.839,20.7843,33.2069,22.4443
SDHC,151.0413,154.5133,149.1744,114.656331578947,96.1862,110.5316,180.77605,267.8297,273.4562,148.2733,92.275,173.1803,130.5681,113.6772,129.5776,138.236,121.7957,117.7432,113.407,119.3421,176.7148,128.6876,121.6962,157.7377,95.0009
ST14,13.0385,17.3705,19.0098,17.9533421052632,27.4786,31.7027,29.3358,44.2049,26.3728,53.7281,20.8256,18.91425,13.9447,45.1626,48.56255,43.7853,54.0249,35.6805,40.9868,21.9811666666667,30.1163,55.5478,59.4151,75.4004,23.8414
PTPN12,18.4821,100.7443,12.3886,22.7329789473684,31.989,16.1885,12.2102,10.9079,15.8076,15.1097,26.344,32.4624,21.5496,23.1792,23.5884,31.4163,20.1893,18.0638,15.256,17.9163,21.0241,26.357,9.866,25.5614,22.693
NID1,58.25505,23.8863,45.7707,23.4726473684211,74.6563,50.6495,66.6631,52.5906,71.6277,69.8931,42.5629,111.58205,146.8683,21.0126,39.66445,289.8878,32.2338,42.5859,47.8122,27.1403666666667,35.2856,26.4997,32.959,49.375,70.427
TWF2,55.85435,110.9824,46.454,49.4907894736842,25.9998,48.331225,115.7309,12.8194,28.3803,108.1615,64.5358,90.01065,41.2363,59.9938,34.66595,53.4421,55.1322,21.6242,52.151,31.6754,58.7385,59.0047,96.8536,32.832,33.072
PTGR2,137.94155,135.9534,119.8437,77.8252052631579,69.8035,80.976025,66.09905,90.4535,39.9378,63.145,101.4313,72.02475,103.7921,71.7918,100.7247,155.6188,67.2839,74.7933,78.2455,255.777366666667,114.5667,83.2433,70.8662,74.3517,95.6381
TJP1,118.08345,25.4848,45.2665,220.6442,126.7045,191.34155,161.06015,98.0487,53.52,119.2854,137.0581,131.42365,119.0746,128.4617,136.46725,179.3654,120.1118,133.9245,126.1568,201.959133333333,58.7067,107.3914,182.02,134.067,177.7636
EXT2,67.9231,67.1261,82.9565,73.0951684210526,97.7515,71.2501,64.98345,101.1993,64.4466,114.02,88.4638,214.4326,103.2632,59.1464,88.52165,234.012,74.3674,105.1031,58.572,84.5002333333333,91.5705,79.71,62.5456,88.5688,124.9964
PPP1R15A,104.50565,185.9869,104.1733,68.7064315789474,65.575,74.172625,75.8208,50.4178,73.3886,194.0111,71.3367,78.3469,67.2246,66.6579,98.136,132.4069,75.792,43.9436,58.8883,43.9620666666667,73.216,83.394,52.5021,106.4465,93.0246
METAP2,22.80675,27.2889,17.8465,31.6910105263158,21.9056,25.61145,20.992,9.7838,6.2405,6.1497,26.9818,42.5556,25.8273,66.1369,35.7745,22.2798,18.2461,39.7589,35.9886,39.6797,17.2144,30.3284,27.6935,20.1381,33.5243
MEST,251.3503,32.4041,115.6641,137.996842105263,144.9823,129.85155,76.56995,85.2955,119.911,91.9726,74.4564,194.9567,102.0903,52.1614,178.4723,1708.5497,89.5193,107.1233,102.2247,145.401166666667,134.2807,84.6783,77.9001,88.8738,85.9778
EPHX1,2122.97795,34.8476,56.5383,200.668105263158,149.9059,158.39895,214.8465,510.2899,4504.8814,743.362,178.633,68.54,237.9423,69.6527,172.905,90.4263,279.5607,90.488,74.1804,189.320366666667,107.705,419.9909,194.1721,293.1616,158.741
LTF,7.6464,60.8576,5018.0056,6.15846842105263,8.2179,8.440575,9.8126,10.401,11.5747,91.7642,12.3539,6.43245,7.5895,379.6919,13.08895,7.1903,491.3451,2851.3857,6.1943,4.49743333333333,259.193,16.3399,9.4428,5842.6142,6.7725
LANCL1,116.9949,87.7469,98.2023,269.130894736842,95.7767,142.92825,123.3412,133.1437,77.2888,72.1852,90.814,93.4653,97.962,105.3923,107.74075,75.1545,78.5493,85.8017,145.4526,172.878466666667,80.1202,108.3079,116.8501,91.8926,92.9302
EIF1,827.43085,1191.7781,716.3932,1004.39913684211,526.6928,404.173925,884.9629,738.3633,714.3936,1353.3467,809.0967,1035.7206,942.4164,653.5527,939.3893,988.1444,750.642,600.0827,419.1614,755.226566666667,1109.0711,640.3692,611.1071,830.9782,826.4121
ALDOC,148.21155,121.6239,77.1978,1241.7643,215.1178,247.013,380.0794,135.5716,264.5774,105.1962,128.6141,156.4392,238.3792,117.5358,104.0029,59.219,99.5242,117.1502,132.658,134.653233333333,120.005,85.3536,150.6877,149.1356,127.6216
EFNA1,29.79525,5.4349,16.9841,27.3971263157895,6.19,27.9058,78.04425,67.3749,397.2216,394.9787,13.6642,8.7787,17.2029,7.6021,120.32565,148.8955,140.4762,25.1246,106.3039,16.1589333333333,47.5856,97.9673,68.8314,38.9077,43.7086
ASNA1,109.48575,152.2697,152.2196,138.137163157895,43.7462,46.437925,176.83285,203.6172,199.9817,152.7533,115.1787,105.0489,81.9206,107.7453,95.9731,141.6437,103.8571,58.2152,42.2364,147.511833333333,151.9341,126.1251,33.6335,99.5509,80.3557
ACAA1,111.5168,164.0644,102.5147,112.703336842105,78.3579,88.25375,130.0509,366.8538,713.5983,156.3117,150.7015,86.2055,86.9113,114.9607,100.26245,94.9126,186.7786,82.6284,97.6357,76.9051666666667,135.1411,133.1615,114.974,88.8103,91.5409
SDHD,36.95865,86.2283,54.0239,46.8865315789474,54.209,42.42865,51.13005,105.1433,39.783,33.8766,62.7472,68.98955,48.1588,49.8577,44.30265,79.0385,53.5829,68.8883,47.4203,31.5481333333333,50.7403,110.4484,61.4121,77.8663,57.0796
TMEM184B,78.68155,95.8879,60.4924,119.615668421053,55.3734,57.63745,70.94,82.6787,50.1876,151.5031,50.3517,115.5792,58.0712,20.6013,62.6479,197.6547,66.7653,95.9513,95.8982,53.9478,39.6405,82.9659,65.2493,58.2408,63.8846
RPL38,1246.3109,1582.6637,1605.3515,930.662452631579,976.0002,547.035,916.52465,935.3504,1438.1709,1362.0262,1988.9988,2096.22065,2601.1741,1650.1034,1615.7198,763.402,1063.5788,1430.3547,1002.8493,1334.54643333333,2014.9685,556.5511,1403.4975,1078.8915,829.1681
BCKDK,62.6753,83.625,51.7218,58.8118631578947,104.6986,33.1095,94.2775,71.5881,319.9156,140.6837,57.9845,73.6031,62.1879,53.3625,56.2348,73.9192,102.833,101.5782,36.4859,47.2647333333333,65.7489,70.8346,74.6694,104.6352,54.6697
WIPI2,138.6426,179.5053,175.0994,177.184926315789,115.8949,107.268475,137.29575,161.2922,198.1195,277.4671,117.9032,158.48185,123.1875,126.2568,123.73615,197.5523,181.9578,113.3335,102.7818,242.9068,200.9856,170.2008,131.6585,114.1767,123.4527
MAN2A2,67.46615,87.3016,78.6242,111.474647368421,57.8397,77.43125,58.4615,63.2324,53.1587,66.9678,106.5684,67.612,61.2565,62.7006,80.76125,80.2123,64.054,51.9423,47.1418,67.3115666666667,64.4849,50.28,51.4138,72.3816,51.6404
RB1CC1,32.09625,72.0358,14.881,63.8313736842105,52.1988,34.927075,19.16595,14.2647,8.0185,12.0055,38.2889,41.36215,31.3239,38.3641,37.7619,17.601,31.9055,48.8508,40.4423,54.215,24.7594,45.7519,24.8312,35.158,50.4221
SFRP1,39.88575,20.8568,38.7493,53.925452631579,57.9002,72.107175,79.006,163.191,45.8437,39.1367,37.4362,110.6249,93.8721,33.1288,34.5045,81.0809,83.4008,162.3288,195.114,72.0711,39.7113,56.7858,173.9375,76.7562,130.2154
UBE4A,85.12475,187.9622,67.6178,136.227384210526,77.158,88.151125,63.70565,84.1147,46.8838,69.7087,122.354,83.62085,78.4938,129.9097,129.7387,103.1354,137.9816,113.7643,92.0268,124.311166666667,127.0367,141.6692,81.4822,97.7205,89.4054
MYO18A,32.0677,92.12,76.5344,123.164284210526,12.5748,34.6214,79.04145,66.3168,114.6571,72.2252,64.8062,134.963,21.3886,89.2996,53.36475,52.6678,63.8504,65.0198,37.8834,85.9321333333334,99.42,87.2589,81.7656,43.0769,31.0721
KDM5A,45.75,178.1313,33.6696,28.9561473684211,29.0151,34.2937,13.76815,15.0677,17.5915,36.0325,39.4952,36.6321,30.6455,52.0873,23.2721,45.5573,54.5545,32.8371,32.1848,53.4078333333333,135.2261,35.5077,57.2065,40.4139,46.912
FIBP,125.8994,222.8554,139.8,192.832168421053,53.8769,58.697875,211.1779,126.9183,288.4953,338.2532,113.8684,186.42145,91.396,111.2337,146.0009,164.4193,232.8578,45.7511,41.8115,250.332233333333,301.1703,257.4597,114.1182,83.6115,112.8732
SMS,108.42865,102.4189,45.1802,79.3546947368421,71.2956,66.093775,45.32605,112.3229,47.5262,56.5492,42.906,91.7931,60.739,64.9466,70.62365,200.8627,203.9853,71.2519,46.9482,59.5933333333333,71.9308,111.799,59.6267,63.9098,91.1457
ARHGAP35,36.95805,24.9672,33.9637,41.9687578947368,28.2372,35.03265,39.5066,43.9215,55.5524,32.8748,35.5782,48.6437,26.7856,24.8521,38.2149,40.2332,43.1534,32.5345,21.5982,83.8086,35.0732,43.2396,21.2283,39.0052,26.5846
CBX6,142.38225,91.7888,93.1867,333.740657894737,83.2683,70.676975,79.23375,144.8578,35.3206,128.1252,35.1588,105.3489,86.3593,103.1873,127.4412,98.5754,172.664,55.3527,53.1567,48.2808,161.1007,90.8284,44.9694,67.901,126.6954
ZMYM4,44.52565,45.4053,53.6944,65.4832842105263,71.6469,54.918775,39.97465,34.9565,37.1445,28.3814,62.9899,70.5529,63.6521,29.9585,48.46225,39.7456,50.0553,76.399,48.0467,65.0156,43.5564,50.5473,40.6995,50.5805,65.0408
RAI14,37.12075,4.2246,4.9227,25.6551052631579,5.2425,42.344275,23.87125,36.0113,18.8476,8.5914,54.5944,278.10605,26.5172,24.1884,35.59175,178.8369,27.1919,35.904,37.5057,30.6124666666667,14.8705,31.7031,26.0045,53.2963,136.925
ALDH3A2,316.41355,52.0201,77.2863,81.2495210526316,53.4518,65.02365,56.4225,220.8136,116.3472,84.7062,73.5829,51.4143,83.5995,95.1958,107.83475,44.8096,111.2098,92.1782,136.4728,72.4432,57.6834,112.6592,156.3103,138.5221,64.9917
KPNA1,55.2988,65.9386,64.3647,58.1272473684211,58.4478,51.65215,45.9399,49.7014,45.0637,38.2765,51.967,53.86585,54.7172,51.8981,60.8629,69.9861,43.1644,52.7329,53.6367,57.7047,48.8036,48.7646,41.0491,60.6537,51.0711
CTR9,59.56335,163.8475,33.8487,74.5762736842105,57.3394,60.15175,40.49565,38.4581,31.7644,34.5097,103.9478,61.5412,50.3207,84.8404,80.5148,73.7349,69.2468,81.328,45.9379,94.4128666666667,66.28,129.8996,63.2541,73.2141,77.9192
SEL1L,39.36775,95.9221,42.2147,57.7572157894737,68.9622,67.240125,57.6711,35.1375,37.0241,25.3013,62.5184,83.49825,62.3719,67.4766,176.3413,83.7921,48.0651,80.5673,73.248,37.7919333333333,39.683,57.9556,53.494,69.3342,75.7851
PPFIA1,33.4298,40.528,36.1774,37.0602315789474,29.9869,35.1025,33.68295,26.8644,27.9272,30.6508,30.3545,38.93565,29.0011,23.6248,35.006,43.3941,34.8007,29.2712,37.8881,71.2503333333333,25.1259,32.9361,43.0933,32.7652,34.5085
LDLR,350.63945,35.254,23.2071,27.417452631579,43.1794,41.64585,33.6,29.3702,46.6635,82.3714,25.0573,66.76475,53.6739,32.5145,53.8882,57.9923,47.4565,30.2706,33.757,27.2022333333333,33.4119,23.3173,36.9096,52.5896,44.085
IDH3A,80.1865,46.4254,33.5767,106.7219,57.8131,63.966625,56.7195,62.4578,29.5791,38.581,50.2789,45.9127,52.931,56.9332,59.93425,54.874,45.9479,70.3932,37.0288,63.961,87.2793,46.0533,57.2291,57.3256,43.4992
SDC4,370.2744,44.2559,81.749,191.109978947368,119.6113,119.28685,141.1678,488.3354,669.4046,672.8839,86.0409,285.25225,149.6971,184.5558,413.3903,228.776,253.2879,162.6559,288.7806,252.598133333333,101.077,209.4407,203.4335,338.895,151.349
HNRNPL,216.31695,284.5351,266.1057,177.160221052632,121.0591,114.6162,104.32565,293.8439,119.5841,152.9296,269.4054,148.8804,143.5105,228.7201,203.33585,209.6017,131.8827,160.9221,111.299,238.8505,532.0032,142.9715,174.1019,254.8957,123.3859
OPTN,95.4786,99.5873,71.8638,133.725578947368,91.3489,83.828925,58.38925,68.91,44.1651,61.9829,99.8298,249.63265,79.2413,72.8284,115.6484,88.7486,55.9003,116.8885,110.2698,112.126433333333,62.9023,84.7989,142.8829,60.9291,67.1941
PLTP,128.0295,5.0467,30.3457,63.3266263157895,89.2192,25.017725,55.5932,13.7546,57.4146,183.1276,117.1753,74.73725,222.8323,21.9341,89.5852,692.7317,59.964,54.9602,27.676,42.2514666666667,547.1499,54.4343,27.7049,180.6457,85.7831
BIRC2,81.6261,204.0843,44.7556,92.3033578947368,99.7041,98.289225,52.09525,56.0575,34.529,45.4092,162.4939,95.8011,50.3667,108.3377,121.8768,49.0296,90.4646,132.2152,84.029,84.3445333333333,106.9615,116.1041,75.9503,82.1244,127.9638
NDUFAB1,279.5892,226.943,246.6934,469.731831578947,107.6652,128.1963,930.47195,474.4391,504.2846,641.5318,193.9819,416.0366,120.0981,227.9797,276.99955,377.7453,552.3595,268.1598,140.0892,327.5814,403.5432,421.245,372.0658,222.8836,232.7253
COPS3,58.7956,97.7604,82.9698,87.1817842105263,13.7437,40.001275,61.0776,41.7078,18.6755,37.3468,67.5307,64.5589,47.1929,56.3244,69.4652,89.2218,59.964,40.3368,39.8663,147.5865,87.1624,80.4818,64.5578,53.7666,67.5422
IER2,521.45565,1097.6752,848.8976,187.605821052632,277.2126,211.244825,233.4843,524.7719,396.5907,1181.9227,335.6779,203.51175,167.9349,419.4629,459.04525,732.3708,505.8404,200.5719,351.5828,119.839133333333,682.3653,743.558,247.6774,625.9045,386.0093
SEC14L1,149.68455,518.0016,133.8291,96.2236578947368,53.4843,54.126725,67.8638,96.1909,31.0417,208.8002,84.5919,56.15845,51.4246,75.5983,57.34585,189.0222,64.3888,49.028,69.4057,111.640633333333,84.3229,65.6211,56.4526,89.9712,41.2564
TJP2,15.82935,21.9681,12.4594,79.5839210526316,7.049,27.14055,30.8985,50.2477,22.7823,72.097,43.5924,31.9632,33.3938,41.4823,43.88,107.7077,65.0059,60.2926,7.4029,71.8237333333333,49.8587,155.6455,58.9919,68.295,30.8243
MX1,98.57205,134.1151,102.727,100.847068421053,74.4482,125.856375,96.40715,68.5746,104.459,255.6414,183.7701,38.63565,72.2382,321.3271,94.85955,122.5186,129.4997,84.1578,51.7733,70.8069333333333,275.6993,118.2023,146.6861,162.7108,77.052
CTSL,65.6591,26.0786,99.9538,96.3854,78.2118,94.2586,80.6572,251.9566,124.7864,174.1997,164.7608,137.48845,82.0126,67.0693,156.70295,615.039,101.7563,88.9995,82.2727,132.6208,65.8976,150.3034,56.1239,99.1314,190.1789
SLC39A6,48.33745,72.7209,26.2656,97.4172789473684,48.9621,61.438225,32.1167,27.2211,20.4364,25.9665,79.9367,98.3317,78.1603,38.0268,98.73465,208.5631,315.6743,97.1617,74.1096,65.2390333333333,26.8307,122.4833,63.7472,95.5533,95.7413
UQCR11,329.26645,558.1318,307.2655,423.1957,222.3174,120.97165,1412.39545,567.5472,1089.3626,744.4359,277.0694,645.2451,149.5821,250.3745,319.0697,322.7913,698.8623,295.4436,159.6447,229.0797,462.3454,483.6263,568.6524,292.7548,241.0611
ARL2BP,99.6139,106.9747,106.8204,103.578157894737,103.0116,103.812025,96.2047,111.8789,108.1126,144.194,92.7898,134.20165,110.1857,93.874,102.6715,123.9751,87.0312,103.9091,105.5768,145.495633333333,134.695,93.6562,110.9045,79.1437,108.953
PAF1,20.66565,61.4057,6.8334,46.0555631578947,7.4652,12.098675,16.1849,8.7005,11.5403,83.1247,24.9575,26.73495,10.6943,9.0994,28.61435,41.5811,66.3845,47.0269,10.4906,95.0479333333333,66.3437,74.1387,10.1343,20.7059,33.3198
BIRC5,41.8322,40.2444,118.5213,44.4811894736842,70.2123,60.773275,47.4754,48.4717,61.7202,55.5127,43.7172,54.897,50.2287,81.9937,48.03325,36.386,41.2715,41.6236,52.1825,99.8755,157.8611,32.6156,53.1199,31.688,44.4303
TSPO,148.0804,824.4211,460.7854,78.1345789473684,134.9401,105.760725,354.63545,84.8232,217.8771,1013.6216,132.6905,327.46425,99.0085,207.3126,143.66955,136.9116,491.5946,114.6476,213.1838,71.3023666666667,149.3424,278.3941,324.0131,140.5559,145.5558
NUP153,32.8549,183.395,66.0919,49.2957473684211,64.5123,57.8677,40.75425,31.4958,15.1997,40.9372,84.0443,36.1654,37.2345,65.6707,65.026,113.6813,63.4434,61.274,60.8948,73.5698333333333,87.6935,76.1405,50.592,57.5926,66.1794
PRMT2,42.66125,95.6024,64.8346,65.2536842105263,50.9767,63.645425,56.5024,43.9018,61.051,68.0297,60.4179,63.21955,59.1061,45.9003,60.8227,55.5224,62.1534,47.3991,41.5872,44.3739666666667,57.7401,62.5561,48.3333,61.3137,71.2839
DGCR2,27.399,80.4508,33.0658,50.8298526315789,25.7429,21.8925,42.24345,31.6186,46.7863,93.9681,41.6998,25.35965,22.619,26.3193,42.6304,47.7759,86.6701,55.8843,42.3922,46.205,41.2869,112.607,27.3591,34.1221,35.7887
RALB,72.49995,404.2636,138.0817,102.852878947368,124.9644,86.8417,66.8439,76.4108,59.9498,88.1257,91.6771,83.52285,82.99,74.3505,78.122,135.24,113.0414,76.6743,97.952,82.8577,79.3129,97.2317,65.6403,94.5682,101.9003
BRD4,105.00055,121.0987,135.3351,98.6580368421053,69.126,64.371575,87.94695,113.9997,171.3203,262.3975,72.543,108.5058,104.9881,140.5806,103.86755,213.4673,204.8256,52.2776,73.8972,126.6634,206.3496,85.1788,127.5115,78.4827,110.3836
IGBP1,97.87905,210.9579,73.058,88.9406368421053,49.4048,29.46715,34.03655,59.2128,15.4635,89.2797,164.0537,132.51875,181.619,133.1184,210.2707,74.7796,86.3156,207.8508,111.1479,73.5200333333333,174.771,115.5252,66.5415,101.2922,101.5404
GOLGA3,64.32655,62.8444,65.7469,76.2674052631579,17.8881,43.177025,31.4791,34.1598,29.1375,84.391,66.2205,78.9317,46.7099,79.2293,80.3063,98.1943,76.3238,61.7811,45.8246,50.6837333333333,183.0772,61.6939,55.3644,33.0353,69.2471
MCM2,25.12125,48.3892,360.7254,42.5066736842105,71.4196,72.306325,76.52575,49.577,37.0413,73.7159,94.256,40.1372,35.9236,137.3637,39.65955,158.8514,85.042,75.0468,73.1984,112.515933333333,313.3642,81.6515,78.3875,50.9448,32.0868
PEPD,140.3678,127.5612,86.3533,132.030578947368,65.513,40.170175,98.2574,1155.7451,702.1785,390.4265,112.059,86.18615,66.2126,93.3803,103.90205,94.8266,166.9854,48.9734,56.1358,83.2708333333333,141.6522,215.8441,67.5391,88.3527,97.6409
ARFIP2,162.5681,77.1624,83.0228,154.598010526316,37.4233,33.5839,73.43915,216.5877,229.8992,178.8961,132.6489,143.03535,84.1054,139.5686,150.2602,213.1785,252.3688,117.919,48.9406,116.399733333333,181.1653,151.7384,129.5236,226.5189,79.3587
COX7B,182.9252,265.353,190.3806,311.450310526316,76.8569,69.5652,216.01095,460.0044,136.0857,158.8763,184.0405,442.8006,119.2241,264.2458,269.4124,255.497,249.9397,381.9077,151.6374,46.2527333333333,239.6489,388.541,737.6249,217.99,173.7667
SLC4A2,19.85735,7.9012,7.4703,8.87482631578947,5.331,7.1033,7.8502,13.9719,23.2411,28.8997,8.2152,32.2054,6.1866,6.8616,13.5372,98.4893,7.4709,6.1176,5.9488,5.727,16.0389,23.2377,8.2525,6.9274,11.8283
VWF,70.513,43.5024,40.9608,145.132205263158,467.9335,99.714725,393.14895,70.5679,43.993,1259.213,442.4126,60.9678,377.1521,78.7028,203.1138,608.832,334.9818,61.1268,219.7652,141.934666666667,327.0026,302.3433,100.5605,277.4129,299.3236
SNX2,24.21075,153.2402,21.3959,39.6859052631579,47.3327,34.743575,37.12965,33.8386,21.3828,24.612,76.8586,55.06855,44.0766,73.174,52.21825,38.4346,36.6323,54.6821,44.1816,28.8725,22.9218,81.4465,40.8828,38.0497,42.3223
NOC2L,40.87465,37.3138,12.1144,46.0032210526316,9.5905,14.5367,29.62885,28.0666,67.7159,53.9686,26.4341,75.6045,50.0217,10.4652,55.73905,35.6076,44.7728,18.7617,35.5889,81.8213333333333,57.3364,51.9381,29.3032,27.7476,36.5409
DPF2,26.94645,127.7439,36.7413,44.7745315789474,15.1429,8.5615,36.82555,26.4323,24.5374,112.1847,39.1832,33.6205,10.5793,49.7754,59.8827,60.1531,59.7145,12.2515,5.8166,82.4932,110.0843,46.7407,11.4719,43.3184,40.8297
ARHGAP1,137.4374,206.7561,192.0171,130.195373684211,115.5938,90.3685,181.4868,140.9783,209.4915,229.4933,142.6458,139.4615,123.4788,111.2995,134.0633,243.6893,196.1555,87.849,99.2063,99.7758666666667,152.359,148.8644,153.6123,177.2688,173.3538
CPNE3,77.3955,142.3817,183.2487,53.8116,25.0921,65.08995,29.6374,73.4822,30.3592,75.3027,70.2657,69.94825,59.3246,106.7251,132.66775,86.2227,111.4527,72.8468,56.1405,28.5899333333333,94.0029,149.61,139.9243,119.5958,82.5975
AP2S1,182.67865,252.5496,244.3537,222.414684210526,53.3485,82.811425,228.39625,177.6163,464.494,534.0756,130.4998,375.89135,81.5449,162.7972,120.1221,261.1141,408.2551,74.6869,87.7777,160.370866666667,282.7946,180.0007,170.567,124.4005,108.9717
CHMP2A,89.6252,374.4628,96.6897,89.8718578947369,23.1394,15.084775,102.4089,120.0032,211.1663,184.8107,73.8533,97.11065,87.6242,54.0866,123.09725,113.2265,134.7253,89.6374,64.1997,85.9606666666667,121.6195,141.7656,78.1948,69.8712,88.0957
PLIN3,120.1171,154.5533,129.6096,93.003952631579,80.4965,75.132575,96.9331,71.5315,79.7839,147.015,108.045,182.0316,95.9037,142.7609,119.8587,213.9159,180.4303,54.7312,92.7917,140.05,173.985,155.8867,155.6301,83.1031,113.5693
ABL1,125.21195,89.1285,96.9418,101.206826315789,95.9759,95.0756,106.37055,101.1662,98.7003,212.4601,88.5366,229.98045,178.2612,80.4799,89.9459,143.7701,184.8288,70.614,111.1479,101.905333333333,142.2683,225.4069,88.0003,122.265,235.0497
TRAK2,62.05615,57.0212,153.1152,109.628573684211,91.9732,67.064675,56.71605,54.7303,33.8866,36.6736,73.9781,60.58385,38.0395,38.7426,47.6724,60.3621,63.1152,66.3611,53.2511,31.1389,58.3243,92.2514,65.8897,55.7622,76.7158
PRPF4B,26.28545,69.8702,13.543,37.739652631579,27.1303,27.27905,19.6575,11.4275,9.6398,22.937,63.8772,32.4706,43.5438,70.5248,41.1867,25.7705,26.2903,43.5265,23.0775,30.7409,56.2743,54.2977,23.0496,40.2932,48.7683
AREL1,48.62585,169.2139,72.1292,68.8878,30.2061,57.043875,11.40565,49.2747,21.1533,49.8171,63.1424,73.83355,21.7796,71.2652,49.161,67.073,58.5591,65.2488,40.2157,86.3681,91.05,62.2727,60.0801,48.212,59.0294
RIOK3,104.1552,111.9529,130.6047,103.012989473684,116.9015,138.511525,82.23005,71.8456,41.4865,98.388,123.9242,83.61895,94.6732,138.7212,128.04285,123.8276,153.1301,88.2348,181.0297,103.976,123.4571,125.1543,150.8322,115.9891,108.2451
WWTR1,25.7592,6.6909,14.3657,24.4354315789474,60.1377,41.821525,31.50485,39.2516,15.0505,39.7565,24.9159,78.26275,37.4722,14.4692,29.35365,77.0289,36.7286,38.2268,47.4298,20.8165333333333,20.0752,55.2061,21.6968,43.6615,57.1199
ACTR1B,253.7582,169.899,85.0132,243.007794736842,150.7383,115.08525,185.17055,278.6723,258.2566,185.7884,218.7938,159.21875,144.0395,189.2947,210.5295,153.3695,187.6649,157.9123,147.0389,137.1585,252.7137,259.2685,155.9022,182.2091,159.7675
ZMYND11,108.8681,90.7955,49.2869,216.491263157895,117.849,108.86645,81.8095,90.4676,70.2511,76.032,156.3481,112.14845,149.0302,134.2209,149.6246,116.6557,127.2019,169.4687,90.0628,85.3372333333333,75.744,240.4022,138.2919,166.4732,160.086
AIMP2,106.40935,80.7781,103.0101,93.9440368421053,73.7988,77.3401,142.8013,105.5086,215.6478,144.9473,88.0236,128.44405,60.5013,110.5755,110.8028,100.3781,116.8206,94.6482,73.0033,224.926766666667,115.9546,140.2703,143.6254,86.3613,99.6978
AKR7A2,155.18495,113.049,112.7648,115.644615789474,96.5028,96.6567,204.9153,340.4263,476.8564,244.1969,101.3585,133.20725,94.7192,104.6189,113.6382,132.5237,252.6511,81.0744,77.1407,137.366466666667,191.4366,199.1182,98.9791,101.1524,124.4448
CLK3,112.5311,185.9298,140.0256,68.4409421052632,23.3431,69.385525,99.20285,83.17,88.8119,164.1657,130.9435,98.7911,71.1803,134.5171,128.3497,131.5526,105.9185,83.9778,99.9774,158.5987,152.5927,107.3613,60.9983,73.4683,81.4412
COPS8,106.41995,87.8382,92.7986,166.888121052632,84.6453,69.102375,84.31085,125.8744,100.6935,82.8282,91.1363,111.57495,115.9813,80.0808,78.2372,128.2555,79.3207,63.4127,45.4398,114.545466666667,105.8727,102.9718,80.3146,109.7703,120.327
ADSL,104.60125,150.3971,130.1403,78.128452631579,88.3558,66.570625,102.52055,85.7584,115.4945,146.6704,133.0649,200.363,102.9872,156.9942,106.38305,117.8541,86.2631,98.1759,60.3802,137.410433333333,208.6758,130.9065,135.4976,67.7676,108.9648
LY6E,96.45125,70.1975,14.0649,68.2700578947368,15.9222,30.4338,82.0519,42.4258,186.2848,740.4929,114.9499,72.0062,24.5164,94.0056,24.3523,151.5873,77.3873,48.5972,20.3392,29.4993666666667,104.1148,46.6322,15.0427,92.293,68.5038
IFRD1,37.1973,144.8023,32.8403,36.670452631579,19.15,20.960425,22.38195,19.1818,5.6841,14.8025,34.0461,44.05795,35.4867,17.0224,88.40565,36.13,21.7627,42.3733,24.357,37.9623333333333,18.62,34.3682,19.0159,18.0874,20.8072
PYCR1,64.9662,27.1519,110.1443,67.1109368421053,40.6113,41.558225,66.4267,84.7854,31.5809,54.0327,56.2583,134.49845,43.4211,58.5129,107.84745,74.5338,119.4159,88.5578,32.1235,61.7628,58.7598,57.027,79.8045,129.2941,63.4834
NEDD9,31.04495,146.1839,31.5797,29.6457631578947,42.4577,43.021925,45.54355,54.2154,32.6477,169.5834,39.3184,39.90935,39.0629,37.7882,21.78545,151.2001,57.8435,53.9133,10.9864,29.6375,49.625,56.0141,21.0564,84.8508,41.0893
UBAC1,29.38835,84.1731,157.5802,64.0156,7.4298,9.334225,42.75425,54.1776,95.0409,99.3297,63.6415,54.2157,11.0853,35.0978,13.9,91.1146,100.5484,34.9062,23.0398,105.357833333333,102.3304,133.1314,81.3348,66.274,42.8827
USF2,106.5675,148.7986,35.2729,101.639673684211,31.5167,38.975025,119.0351,52.77,105.4111,117.8963,92.7308,85.6941,36.2686,48.9911,41.71705,39.0737,60.2529,62.9316,55.6227,40.6364333333333,92.1193,155.1913,55.3719,89.0475,40.8238
NUP62,21.3194,48.5833,25.3169,18.1284210526316,10.6576,12.006575,24.56265,19.7722,21.4287,49.0958,19.9868,25.89245,12.1087,49.3147,23.5933,35.3065,32.5489,11.1229,5.7411,64.9695333333333,82.4464,22.1162,30.3461,15.844,34.9716
TUBB3,100.4104,64.5456,136.2506,918.161747368421,75.2275,293.099075,185.16665,102.3848,260.5394,369.8457,63.2048,466.2073,27.9777,143.4026,87.56305,247.9748,288.8894,41.3755,94.1608,634.388466666667,301.1703,155.5672,188.9406,154.417,150.6765
